21;chompede
26;14
29;15
30;empty
59;tileBtn
61;rope
63;monacle
64;monacleItem
61;rope
66;Key
66;Key
67;KeyItem
63;monacle
99;guardA
134;womanB
159;manB
193;corona
225;womanC
250;craftsman
276;blacksmith
299;manC
321;guardian
345;guardB
365;guardD
389;officier
411;chamberlain
442;lument
467;igneous
489;guardC
526;commander
566;warrior
593;soldier1
594;soldier2
604;venus
614;hortala
617;gold
626;flame
652;childB
674;childA
678;purpleFlower1
708;sparkle
741;buguese
781;aquine
784;oileflask
787;neckless
790;balsam
816;woodsman
21;chompede
825;rock
828;pick
830;purpleFlower2
832;purpleFlower3
834;purpleFlower4
837;spiderItem
867;womanA
870;16
30;empty
59;tileBtn
61;rope
64;monacleItem
61;rope
66;Key
67;KeyItem
63;monacle
99;guardA
134;womanB
159;manB
193;corona
225;womanC
250;craftsman
276;blacksmith
299;manC
321;guardian
345;guardB
365;guardD
389;officier
411;chamberlain
442;lument
467;igneous
489;guardC
526;commander
566;warrior
593;soldier1
594;soldier2
604;venus
614;hortala
617;gold
626;flame
652;childB
674;childA
678;purpleFlower1
708;sparkle
741;buguese
781;aquine
784;oileflask
787;neckless
790;balsam
816;woodsman
21;chompede
825;rock
828;pick
830;purpleFlower2
832;purpleFlower3
834;purpleFlower4
837;spiderItem
867;womanA
873;69
30;empty
59;tileBtn
61;rope
64;monacleItem
61;rope
66;Key
67;KeyItem
63;monacle
99;guardA
134;womanB
159;manB
193;corona
225;womanC
250;craftsman
276;blacksmith
299;manC
321;guardian
345;guardB
365;guardD
389;officier
411;chamberlain
442;lument
467;igneous
489;guardC
526;commander
566;warrior
593;soldier1
594;soldier2
604;venus
614;hortala
617;gold
626;flame
652;childB
674;childA
678;purpleFlower1
708;sparkle
741;buguese
781;aquine
784;oileflask
787;neckless
790;balsam
816;woodsman
21;chompede
825;rock
828;pick
830;purpleFlower2
832;purpleFlower3
834;purpleFlower4
837;spiderItem
867;womanA
876;70
879;71
882;72
885;73
888;74
891;75
894;76
30;empty
59;tileBtn
61;rope
64;monacleItem
61;rope
66;Key
67;KeyItem
63;monacle
99;guardA
134;womanB
159;manB
193;corona
225;womanC
250;craftsman
276;blacksmith
299;manC
321;guardian
345;guardB
365;guardD
389;officier
411;chamberlain
442;lument
467;igneous
489;guardC
526;commander
566;warrior
593;soldier1
594;soldier2
604;venus
614;hortala
617;gold
626;flame
652;childB
674;childA
678;purpleFlower1
708;sparkle
741;buguese
781;aquine
784;oileflask
787;neckless
790;balsam
816;woodsman
21;chompede
825;rock
828;pick
830;purpleFlower2
832;purpleFlower3
834;purpleFlower4
837;spiderItem
867;womanA
897;77
30;empty
59;tileBtn
61;rope
64;monacleItem
61;rope
66;Key
67;KeyItem
63;monacle
99;guardA
134;womanB
159;manB
193;corona
225;womanC
250;craftsman
276;blacksmith
299;manC
321;guardian
345;guardB
365;guardD
389;officier
411;chamberlain
442;lument
467;igneous
489;guardC
526;commander
566;warrior
593;soldier1
594;soldier2
604;venus
614;hortala
617;gold
626;flame
652;childB
674;childA
678;purpleFlower1
708;sparkle
741;buguese
781;aquine
784;oileflask
787;neckless
790;balsam
816;woodsman
21;chompede
825;rock
828;pick
830;purpleFlower2
832;purpleFlower3
834;purpleFlower4
837;spiderItem
867;womanA
900;78
30;empty
59;tileBtn
61;rope
64;monacleItem
61;rope
66;Key
67;KeyItem
63;monacle
99;guardA
134;womanB
159;manB
193;corona
225;womanC
250;craftsman
276;blacksmith
299;manC
321;guardian
345;guardB
365;guardD
389;officier
411;chamberlain
442;lument
467;igneous
489;guardC
526;commander
566;warrior
593;soldier1
594;soldier2
604;venus
614;hortala
617;gold
626;flame
652;childB
674;childA
678;purpleFlower1
708;sparkle
741;buguese
781;aquine
784;oileflask
787;neckless
790;balsam
816;woodsman
21;chompede
825;rock
828;pick
830;purpleFlower2
832;purpleFlower3
834;purpleFlower4
837;spiderItem
867;womanA
903;79
30;empty
59;tileBtn
61;rope
64;monacleItem
61;rope
66;Key
67;KeyItem
63;monacle
99;guardA
134;womanB
159;manB
193;corona
225;womanC
250;craftsman
276;blacksmith
299;manC
321;guardian
345;guardB
365;guardD
389;officier
411;chamberlain
442;lument
467;igneous
489;guardC
526;commander
566;warrior
593;soldier1
594;soldier2
604;venus
614;hortala
617;gold
626;flame
652;childB
674;childA
678;purpleFlower1
708;sparkle
741;buguese
781;aquine
784;oileflask
787;neckless
790;balsam
816;woodsman
21;chompede
825;rock
828;pick
830;purpleFlower2
832;purpleFlower3
834;purpleFlower4
837;spiderItem
867;womanA
906;80
30;empty
59;tileBtn
61;rope
64;monacleItem
61;rope
66;Key
67;KeyItem
63;monacle
99;guardA
134;womanB
159;manB
193;corona
225;womanC
250;craftsman
276;blacksmith
299;manC
321;guardian
345;guardB
365;guardD
389;officier
411;chamberlain
442;lument
467;igneous
489;guardC
526;commander
566;warrior
593;soldier1
594;soldier2
604;venus
614;hortala
617;gold
626;flame
652;childB
674;childA
678;purpleFlower1
708;sparkle
741;buguese
781;aquine
784;oileflask
787;neckless
790;balsam
816;woodsman
21;chompede
825;rock
828;pick
830;purpleFlower2
832;purpleFlower3
834;purpleFlower4
837;spiderItem
867;womanA
909;81
912;82
915;83
918;84
30;empty
59;tileBtn
61;rope
