5;13
8;11
11;12
13;steelDoorClose
18;steelDoorOpen
20;doorKey
32;bat
34;woodDoorClose
36;woodDoorOpen
38;monacle
40;board
40;board
41;boardItem
38;monacle
42;monacleItem
20;doorKey
43;doorKeyItem
48;cardField
49;empty
78;tileBtn
81;14
13;steelDoorClose
18;steelDoorOpen
20;doorKey
32;bat
34;woodDoorClose
36;woodDoorOpen
38;monacle
40;board
41;boardItem
42;monacleItem
43;doorKeyItem
48;cardField
49;empty
78;tileBtn
84;15
87;16
13;steelDoorClose
18;steelDoorOpen
20;doorKey
32;bat
34;woodDoorClose
36;woodDoorOpen
38;monacle
40;board
41;boardItem
42;monacleItem
43;doorKeyItem
48;cardField
49;empty
78;tileBtn
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
13;steelDoorClose
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
220;warp
